"Year","Gender","Age group","Geography","GeoCode","Progress","Value"
"2017","Men+","35 to 39 years","Newfoundland and Labrador",10,11.5,13.5
"2017","Men+","40 to 44 years","Newfoundland and Labrador",10,14.2,16.2
"2017","Men+","45 to 49 years","Newfoundland and Labrador",10,14.1,16.1
"2017","Men+","50 to 54 years","Newfoundland and Labrador",10,18,20
"2017","Men+","55 to 59 years","Newfoundland and Labrador",10,19.7,21.7
"2017","Men+","60 to 64 years","Newfoundland and Labrador",10,21.5,23.5
"2017","Men+","65 years and over","Newfoundland and Labrador",10,,
"2017","Men+","65 to 69 years","Newfoundland and Labrador",10,,
"2017","Men+","70 years and over","Newfoundland and Labrador",10,,
"2017","Women+","15 years and over","Newfoundland and Labrador",10,9.3,11.3
"2017","Women+","15 to 24 years","Newfoundland and Labrador",10,11.5,13.5
"2017","Women+","25 years and over","Newfoundland and Labrador",10,8.9,10.9
"2017","Women+","25 to 44 years","Newfoundland and Labrador",10,7,9
"2017","Women+","45 to 64 years","Newfoundland and Labrador",10,10.7,12.7
"2017","Women+","45 years and over","Newfoundland and Labrador",10,10.5,12.5
"2017","Women+","25 to 54 years","Newfoundland and Labrador",10,7.6,9.6
"2017","Women+","55 years and over","Newfoundland and Labrador",10,13.4,15.4
"2017","Women+","15 to 64 years","Newfoundland and Labrador",10,9.3,11.3
"2017","Women+","15 to 19 years","Newfoundland and Labrador",10,16.2,18.2
"2017","Women+","20 to 24 years","Newfoundland and Labrador",10,8.5,10.5
"2017","Women+","25 to 29 years","Newfoundland and Labrador",10,9.4,11.4
"2017","Women+","30 to 34 years","Newfoundland and Labrador",10,7.5,9.5
"2017","Women+","35 to 39 years","Newfoundland and Labrador",10,6.4,8.4
"2017","Women+","40 to 44 years","Newfoundland and Labrador",10,5.3,7.3
"2017","Women+","45 to 49 years","Newfoundland and Labrador",10,7.4,9.4
"2017","Women+","50 to 54 years","Newfoundland and Labrador",10,9.6,11.6
"2017","Women+","55 to 59 years","Newfoundland and Labrador",10,11.5,13.5
"2017","Women+","60 to 64 years","Newfoundland and Labrador",10,18.5,20.5
"2017","Women+","65 years and over","Newfoundland and Labrador",10,,
"2017","Women+","65 to 69 years","Newfoundland and Labrador",10,,
"2017","Women+","70 years and over","Newfoundland and Labrador",10,,
"2017","Total - Gender","15 years and over","Prince Edward Island",11,8,10
"2017","Total - Gender","15 to 24 years","Prince Edward Island",11,10.9,12.9
"2017","Total - Gender","25 years and over","Prince Edward Island",11,7.4,9.4
"2017","Total - Gender","25 to 44 years","Prince Edward Island",11,7.3,9.3
"2017","Total - Gender","45 to 64 years","Prince Edward Island",11,7.2,9.2
"2017","Total - Gender","45 years and over","Prince Edward Island",11,7.5,9.5
"2017","Total - Gender","25 to 54 years","Prince Edward Island",11,6.7,8.7
"2017","Total - Gender","55 years and over","Prince Edward Island",11,8.7,10.7
"2017","Total - Gender","15 to 64 years","Prince Edward Island",11,7.9,9.9
"2017","Total - Gender","15 to 19 years","Prince Edward Island",11,16,18
"2017","Total - Gender","20 to 24 years","Prince Edward Island",11,8.8,10.8
"2017","Total - Gender","25 to 29 years","Prince Edward Island",11,8.4,10.4
"2017","Total - Gender","30 to 34 years","Prince Edward Island",11,5.9,7.9
"2017","Total - Gender","35 to 39 years","Prince Edward Island",11,5.7,7.7
"2017","Total - Gender","40 to 44 years","Prince Edward Island",11,7.9,9.9
"2017","Total - Gender","45 to 49 years","Prince Edward Island",11,7.4,9.4
"2017","Total - Gender","50 to 54 years","Prince Edward Island",11,5.1,7.1
"2017","Total - Gender","55 to 59 years","Prince Edward Island",11,7.1,9.1
"2017","Total - Gender","60 to 64 years","Prince Edward Island",11,10.3,12.3
"2017","Total - Gender","65 years and over","Prince Edward Island",11,9.3,11.3
"2017","Total - Gender","65 to 69 years","Prince Edward Island",11,10.1,12.1
"2017","Total - Gender","70 years and over","Prince Edward Island",11,,
"2017","Men+","15 years and over","Prince Edward Island",11,9.5,11.5
"2017","Men+","15 to 24 years","Prince Edward Island",11,14.1,16.1
"2017","Men+","25 years and over","Prince Edward Island",11,8.7,10.7
"2017","Men+","25 to 44 years","Prince Edward Island",11,8.8,10.8
"2017","Men+","45 to 64 years","Prince Edward Island",11,8.9,10.9
"2017","Men+","45 years and over","Prince Edward Island",11,8.6,10.6
"2017","Men+","25 to 54 years","Prince Edward Island",11,8.3,10.3
"2017","Men+","55 years and over","Prince Edward Island",11,10.3,12.3
"2017","Men+","15 to 64 years","Prince Edward Island",11,9.4,11.4
"2017","Men+","15 to 19 years","Prince Edward Island",11,18.8,20.8
"2017","Men+","20 to 24 years","Prince Edward Island",11,11.2,13.2
"2017","Men+","25 to 29 years","Prince Edward Island",11,8,10
"2017","Men+","30 to 34 years","Prince Edward Island",11,8.3,10.3
"2017","Men+","35 to 39 years","Prince Edward Island",11,8,10
"2017","Men+","40 to 44 years","Prince Edward Island",11,11.2,13.2
"2017","Men+","45 to 49 years","Prince Edward Island",11,9.1,11.1
"2017","Men+","50 to 54 years","Prince Edward Island",11,6.2,8.2
"2017","Men+","55 to 59 years","Prince Edward Island",11,6.7,8.7
"2017","Men+","60 to 64 years","Prince Edward Island",11,15.1,17.1
"2017","Men+","65 years and over","Prince Edward Island",11,10.5,12.5
"2017","Men+","65 to 69 years","Prince Edward Island",11,,
"2017","Men+","70 years and over","Prince Edward Island",11,,
"2017","Women+","15 years and over","Prince Edward Island",11,6.3,8.3
"2017","Women+","15 to 24 years","Prince Edward Island",11,9.3,11.3
"2017","Women+","25 years and over","Prince Edward Island",11,5.8,7.8
"2017","Women+","25 to 44 years","Prince Edward Island",11,5.8,7.8
"2017","Women+","45 to 64 years","Prince Edward Island",11,5.5,7.5
"2017","Women+","45 years and over","Prince Edward Island",11,5.7,7.7
"2017","Women+","25 to 54 years","Prince Edward Island",11,5.4,7.4
"2017","Women+","55 years and over","Prince Edward Island",11,7.9,9.9
"2017","Women+","15 to 64 years","Prince Edward Island",11,6.2,8.2
"2017","Women+","15 to 19 years","Prince Edward Island",11,14,16
"2017","Women+","20 to 24 years","Prince Edward Island",11,6.1,8.1
"2017","Women+","25 to 29 years","Prince Edward Island",11,9.1,11.1
"2017","Women+","30 to 34 years","Prince Edward Island",11,3.4,5.4
"2017","Women+","35 to 39 years","Prince Edward Island",11,3.4,5.4
"2017","Women+","40 to 44 years","Prince Edward Island",11,7.5,9.5
"2017","Women+","45 to 49 years","Prince Edward Island",11,5.5,7.5
"2017","Women+","50 to 54 years","Prince Edward Island",11,4,6
"2017","Women+","55 to 59 years","Prince Edward Island",11,7.5,9.5
"2017","Women+","60 to 64 years","Prince Edward Island",11,8.3,10.3
"2017","Women+","65 years and over","Prince Edward Island",11,8,10
"2017","Women+","65 to 69 years","Prince Edward Island",11,,
"2017","Women+","70 years and over","Prince Edward Island",11,,
"2017","Total - Gender","15 years and over","Nova Scotia",12,6.7,8.7
"2017","Total - Gender","15 to 24 years","Nova Scotia",12,14.4,16.4
"2017","Total - Gender","25 years and over","Nova Scotia",12,5.4,7.4
"2017","Total - Gender","25 to 44 years","Nova Scotia",12,5.7,7.7
"2017","Total - Gender","45 to 64 years","Nova Scotia",12,5.2,7.2
"2017","Total - Gender","45 years and over","Nova Scotia",12,5.1,7.1
"2017","Total - Gender","25 to 54 years","Nova Scotia",12,5.3,7.3
"2017","Total - Gender","55 years and over","Nova Scotia",12,5.6,7.6
"2017","Total - Gender","15 to 64 years","Nova Scotia",12,6.8,8.8
"2017","Total - Gender","15 to 19 years","Nova Scotia",12,19.3,21.3
"2017","Total - Gender","20 to 24 years","Nova Scotia",12,11.5,13.5
"2017","Total - Gender","25 to 29 years","Nova Scotia",12,6.9,8.9
"2017","Total - Gender","30 to 34 years","Nova Scotia",12,5.6,7.6
"2017","Total - Gender","35 to 39 years","Nova Scotia",12,5.5,7.5
"2017","Total - Gender","40 to 44 years","Nova Scotia",12,4.7,6.7
"2017","Total - Gender","45 to 49 years","Nova Scotia",12,4.7,6.7
"2017","Total - Gender","50 to 54 years","Nova Scotia",12,4.7,6.7
"2017","Total - Gender","55 to 59 years","Nova Scotia",12,5.2,7.2
"2017","Total - Gender","60 to 64 years","Nova Scotia",12,6.8,8.8
"2017","Total - Gender","65 years and over","Nova Scotia",12,4.6,6.6
"2017","Total - Gender","65 to 69 years","Nova Scotia",12,4.8,6.8
"2017","Total - Gender","70 years and over","Nova Scotia",12,,
"2017","Men+","15 years and over","Nova Scotia",12,8.8,10.8
"2017","Men+","15 to 24 years","Nova Scotia",12,17.7,19.7
"2017","Men+","25 years and over","Nova Scotia",12,7.3,9.3
"2017","Men+","25 to 44 years","Nova Scotia",12,7.9,9.9
"2017","Men+","45 to 64 years","Nova Scotia",12,7,9
"2017","Men+","45 years and over","Nova Scotia",12,6.8,8.8
"2017","Men+","25 to 54 years","Nova Scotia",12,7.4,9.4
"2017","Men+","55 years and over","Nova Scotia",12,7,9
"2017","Men+","15 to 64 years","Nova Scotia",12,9,11
"2017","Men+","15 to 19 years","Nova Scotia",12,23,25
"2017","Men+","20 to 24 years","Nova Scotia",12,15.1,17.1
"2017","Men+","25 to 29 years","Nova Scotia",12,10,12
"2017","Men+","30 to 34 years","Nova Scotia",12,7.3,9.3
"2017","Men+","35 to 39 years","Nova Scotia",12,8.5,10.5
"2017","Men+","40 to 44 years","Nova Scotia",12,6.4,8.4
"2017","Men+","45 to 49 years","Nova Scotia",12,5.8,7.8
"2017","Men+","50 to 54 years","Nova Scotia",12,7,9
"2017","Men+","55 to 59 years","Nova Scotia",12,6.3,8.3
"2017","Men+","60 to 64 years","Nova Scotia",12,9.8,11.8
"2017","Men+","65 years and over","Nova Scotia",12,4.7,6.7
"2017","Men+","65 to 69 years","Nova Scotia",12,,
"2017","Men+","70 years and over","Nova Scotia",12,,
"2017","Women+","15 years and over","Nova Scotia",12,4.5,6.5
"2017","Women+","15 to 24 years","Nova Scotia",12,11.1,13.1
"2017","Women+","25 years and over","Nova Scotia",12,3.4,5.4
"2017","Women+","25 to 44 years","Nova Scotia",12,3.4,5.4
"2017","Women+","45 to 64 years","Nova Scotia",12,3.2,5.2
"2017","Women+","45 years and over","Nova Scotia",12,3.4,5.4
"2017","Women+","25 to 54 years","Nova Scotia",12,3.2,5.2
"2017","Women+","55 years and over","Nova Scotia",12,3.8,5.8
"2017","Women+","15 to 64 years","Nova Scotia",12,4.5,6.5
"2017","Women+","15 to 19 years","Nova Scotia",12,15.8,17.8
"2017","Women+","20 to 24 years","Nova Scotia",12,8.2,10.2
"2017","Women+","25 to 29 years","Nova Scotia",12,3.6,5.6
"2017","Women+","30 to 34 years","Nova Scotia",12,4.2,6.2
"2017","Women+","35 to 39 years","Nova Scotia",12,2.6,4.6
"2017","Women+","40 to 44 years","Nova Scotia",12,3.5,5.5
"2017","Women+","45 to 49 years","Nova Scotia",12,3.7,5.7
"2017","Women+","50 to 54 years","Nova Scotia",12,2.3,4.3
"2017","Women+","55 to 59 years","Nova Scotia",12,3.9,5.9
"2017","Women+","60 to 64 years","Nova Scotia",12,3.1,5.1
"2017","Women+","65 years and over","Nova Scotia",12,4.5,6.5
"2017","Women+","65 to 69 years","Nova Scotia",12,,
"2017","Women+","70 years and over","Nova Scotia",12,,
"2017","Total - Gender","15 years and over","New Brunswick",13,6.3,8.3
"2017","Total - Gender","15 to 24 years","New Brunswick",13,11.1,13.1
"2017","Total - Gender","25 years and over","New Brunswick",13,5.6,7.6
"2017","Total - Gender","25 to 44 years","New Brunswick",13,4.8,6.8
"2017","Total - Gender","45 to 64 years","New Brunswick",13,6.3,8.3
"2017","Total - Gender","45 years and over","New Brunswick",13,6.2,8.2
"2017","Total - Gender","25 to 54 years","New Brunswick",13,4.9,6.9
"2017","Total - Gender","55 years and over","New Brunswick",13,7.5,9.5
"2017","Total - Gender","15 to 64 years","New Brunswick",13,6.4,8.4
"2017","Total - Gender","15 to 19 years","New Brunswick",13,15.4,17.4
"2017","Total - Gender","20 to 24 years","New Brunswick",13,8.2,10.2
"2017","Total - Gender","25 to 29 years","New Brunswick",13,7.6,9.6
"2017","Total - Gender","30 to 34 years","New Brunswick",13,4.8,6.8
"2017","Total - Gender","35 to 39 years","New Brunswick",13,4.5,6.5
"2017","Total - Gender","40 to 44 years","New Brunswick",13,3.3,5.3
"2017","Total - Gender","45 to 49 years","New Brunswick",13,5.8,7.8
"2017","Total - Gender","50 to 54 years","New Brunswick",13,4.3,6.3
"2017","Total - Gender","55 to 59 years","New Brunswick",13,6.4,8.4
"2017","Total - Gender","60 to 64 years","New Brunswick",13,10.5,12.5
"2017","Total - Gender","65 years and over","New Brunswick",13,5.7,7.7
"2017","Total - Gender","65 to 69 years","New Brunswick",13,7.2,9.2
"2017","Total - Gender","70 years and over","New Brunswick",13,,
"2017","Men+","15 years and over","New Brunswick",13,8.2,10.2
"2017","Men+","15 to 24 years","New Brunswick",13,13.6,15.6
"2017","Men+","25 years and over","New Brunswick",13,7.4,9.4
"2017","Men+","25 to 44 years","New Brunswick",13,6.8,8.8
"2017","Men+","45 to 64 years","New Brunswick",13,8.1,10.1
"2017","Men+","45 years and over","New Brunswick",13,7.9,9.9
"2017","Men+","25 to 54 years","New Brunswick",13,7,9
"2017","Men+","55 years and over","New Brunswick",13,8.5,10.5
"2017","Men+","15 to 64 years","New Brunswick",13,8.3,10.3
"2017","Men+","15 to 19 years","New Brunswick",13,18,20
"2017","Men+","20 to 24 years","New Brunswick",13,10.3,12.3
"2017","Men+","25 to 29 years","New Brunswick",13,11.5,13.5
"2017","Men+","30 to 34 years","New Brunswick",13,5.5,7.5
"2017","Men+","35 to 39 years","New Brunswick",13,5.9,7.9
"2017","Men+","40 to 44 years","New Brunswick",13,4.9,6.9
"2017","Men+","45 to 49 years","New Brunswick",13,8.6,10.6
"2017","Men+","50 to 54 years","New Brunswick",13,6.5,8.5
"2017","Men+","55 to 59 years","New Brunswick",13,6.6,8.6
"2017","Men+","60 to 64 years","New Brunswick",13,12.6,14.6
"2017","Men+","65 years and over","New Brunswick",13,,
"2017","Men+","65 to 69 years","New Brunswick",13,,
"2017","Men+","70 years and over","New Brunswick",13,,
"2017","Women+","15 years and over","New Brunswick",13,4.4,6.4
"2017","Women+","15 to 24 years","New Brunswick",13,8.6,10.6
"2017","Women+","25 years and over","New Brunswick",13,3.7,5.7
"2017","Women+","25 to 44 years","New Brunswick",13,3,5
"2017","Women+","45 to 64 years","New Brunswick",13,4.3,6.3
"2017","Women+","45 years and over","New Brunswick",13,4.3,6.3
"2017","Women+","25 to 54 years","New Brunswick",13,2.7,4.7
"2017","Women+","55 years and over","New Brunswick",13,6.4,8.4
"2017","Women+","15 to 64 years","New Brunswick",13,4.4,6.4
"2017","Women+","15 to 19 years","New Brunswick",13,13,15
"2017","Women+","20 to 24 years","New Brunswick",13,5.2,7.2
"2017","Women+","25 to 29 years","New Brunswick",13,3.5,5.5
"2017","Women+","30 to 34 years","New Brunswick",13,3.5,5.5
"2017","Women+","35 to 39 years","New Brunswick",13,3,5
"2017","Women+","40 to 44 years","New Brunswick",13,1.6,3.6
"2017","Women+","45 to 49 years","New Brunswick",13,3,5
"2017","Women+","50 to 54 years","New Brunswick",13,1.8,3.8
"2017","Women+","55 to 59 years","New Brunswick",13,6.1,8.1
"2017","Women+","60 to 64 years","New Brunswick",13,7.9,9.9
"2017","Women+","65 years and over","New Brunswick",13,,
"2017","Women+","65 to 69 years","New Brunswick",13,,
"2017","Women+","70 years and over","New Brunswick",13,,
"2017","Total - Gender","15 years and over","Quebec",24,4.1,6.1
"2017","Total - Gender","15 to 24 years","Quebec",24,7.8,9.8
"2017","Total - Gender","25 years and over","Quebec",24,3.5,5.5
"2017","Total - Gender","25 to 44 years","Quebec",24,3.8,5.8
"2017","Total - Gender","45 to 64 years","Quebec",24,3.2,5.2
"2017","Total - Gender","45 years and over","Quebec",24,3.2,5.2
"2017","Total - Gender","25 to 54 years","Quebec",24,3.5,5.5
"2017","Total - Gender","55 years and over","Quebec",24,3.6,5.6
"2017","Total - Gender","15 to 64 years","Quebec",24,4.1,6.1
"2017","Total - Gender","15 to 19 years","Quebec",24,12.2,14.2
"2017","Total - Gender","20 to 24 years","Quebec",24,5.2,7.2
"2017","Total - Gender","25 to 29 years","Quebec",24,4.9,6.9
"2017","Total - Gender","30 to 34 years","Quebec",24,3.9,5.9
"2017","Total - Gender","35 to 39 years","Quebec",24,2.8,4.8
"2017","Total - Gender","40 to 44 years","Quebec",24,3.5,5.5
"2017","Total - Gender","45 to 49 years","Quebec",24,3.4,5.4
"2017","Total - Gender","50 to 54 years","Quebec",24,2.4,4.4
"2017","Total - Gender","55 to 59 years","Quebec",24,2.8,4.8
"2017","Total - Gender","60 to 64 years","Quebec",24,5.1,7.1
"2017","Total - Gender","65 years and over","Quebec",24,3.4,5.4
"2017","Total - Gender","65 to 69 years","Quebec",24,3.6,5.6
"2017","Total - Gender","70 years and over","Quebec",24,3.3,5.3
"2017","Men+","15 years and over","Quebec",24,4.5,6.5
"2017","Men+","15 to 24 years","Quebec",24,8.7,10.7
"2017","Men+","25 years and over","Quebec",24,3.8,5.8
"2017","Men+","25 to 44 years","Quebec",24,4.4,6.4
"2017","Men+","45 to 64 years","Quebec",24,3.3,5.3
"2017","Men+","45 years and over","Quebec",24,3.2,5.2
"2017","Men+","25 to 54 years","Quebec",24,3.8,5.8
"2017","Men+","55 years and over","Quebec",24,3.9,5.9
"2017","Men+","15 to 64 years","Quebec",24,4.5,6.5
"2017","Men+","15 to 19 years","Quebec",24,13.4,15.4
"2017","Men+","20 to 24 years","Quebec",24,6.1,8.1
"2017","Men+","25 to 29 years","Quebec",24,6.4,8.4
"2017","Men+","30 to 34 years","Quebec",24,4.4,6.4
"2017","Men+","35 to 39 years","Quebec",24,3.4,5.4
"2017","Men+","40 to 44 years","Quebec",24,3.3,5.3
"2017","Men+","45 to 49 years","Quebec",24,3.1,5.1
"2017","Men+","50 to 54 years","Quebec",24,2.2,4.2
"2017","Men+","55 to 59 years","Quebec",24,3.5,5.5
"2017","Men+","60 to 64 years","Quebec",24,5.1,7.1
"2017","Men+","65 years and over","Quebec",24,2.7,4.7
"2017","Men+","65 to 69 years","Quebec",24,3.3,5.3
"2017","Men+","70 years and over","Quebec",24,,
"2017","Women+","15 years and over","Quebec",24,3.7,5.7
"2017","Women+","15 to 24 years","Quebec",24,6.8,8.8
"2017","Women+","25 years and over","Quebec",24,3.2,5.2
"2017","Women+","25 to 44 years","Quebec",24,3.1,5.1
"2017","Women+","45 to 64 years","Quebec",24,3.1,5.1
"2017","Women+","45 years and over","Quebec",24,3.2,5.2
"2017","Women+","25 to 54 years","Quebec",24,3.1,5.1
"2017","Women+","55 years and over","Quebec",24,3.3,5.3
"2017","Women+","15 to 64 years","Quebec",24,3.7,5.7
"2017","Women+","15 to 19 years","Quebec",24,11,13
"2017","Women+","20 to 24 years","Quebec",24,4.4,6.4
"2017","Women+","25 to 29 years","Quebec",24,3.3,5.3
"2017","Women+","30 to 34 years","Quebec",24,3.5,5.5
"2017","Women+","35 to 39 years","Quebec",24,2.2,4.2
"2017","Women+","40 to 44 years","Quebec",24,3.7,5.7
"2017","Women+","45 to 49 years","Quebec",24,3.8,5.8
"2017","Women+","50 to 54 years","Quebec",24,2.6,4.6
"2017","Women+","55 to 59 years","Quebec",24,2,4
"2017","Women+","60 to 64 years","Quebec",24,5,7
"2017","Women+","65 years and over","Quebec",24,4.9,6.9
"2017","Women+","65 to 69 years","Quebec",24,4.1,6.1
"2017","Women+","70 years and over","Quebec",24,,
"2017","Total - Gender","15 years and over","Ontario",35,4.1,6.1
"2017","Total - Gender","15 to 24 years","Ontario",35,9.7,11.7
"2017","Total - Gender","25 years and over","Ontario",35,3.1,5.1
"2017","Total - Gender","25 to 44 years","Ontario",35,3.5,5.5
