"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2020","Food insecure, moderate","Ontario","Elderly persons not in an economic family","Both sexes",,,,35,5.5
"2020","Food insecure, severe","Ontario","Elderly persons not in an economic family","Both sexes",,,,35,1.8
"2020","Food secure","Ontario","Elderly persons not in an economic family","Male",,,,35,89.1
"2020","Food insecure","Ontario","Elderly persons not in an economic family","Male",,,,35,10.9
"2020","Food insecure, marginal","Ontario","Elderly persons not in an economic family","Male",,,,35,3.5
"2020","Food insecure, moderate or severe","Ontario","Elderly persons not in an economic family","Male",,,,35,7.4
"2020","Food insecure, moderate","Ontario","Elderly persons not in an economic family","Male",,,,35,6.3
"2020","Food insecure, severe","Ontario","Elderly persons not in an economic family","Male",,,,35,1.1
"2020","Food secure","Ontario","Elderly persons not in an economic family","Female",,,,35,90.1
"2020","Food insecure","Ontario","Elderly persons not in an economic family","Female",,,,35,9.9
"2020","Food insecure, marginal","Ontario","Elderly persons not in an economic family","Female",,,,35,2.6
"2020","Food insecure, moderate or severe","Ontario","Elderly persons not in an economic family","Female",,,,35,7.4
"2020","Food insecure, moderate","Ontario","Elderly persons not in an economic family","Female",,,,35,5.1
"2020","Food insecure, severe","Ontario","Elderly persons not in an economic family","Female",,,,35,2.2
"2020","Food secure","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,78.3
"2020","Food insecure","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,21.7
"2020","Food insecure, marginal","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,4.5
"2020","Food insecure, moderate or severe","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,17.2
"2020","Food insecure, moderate","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,9.6
"2020","Food insecure, severe","Ontario","Non-elderly persons not in an economic family","Both sexes",,,,35,7.5
"2020","Food secure","Ontario","Non-elderly persons not in an economic family","Male",,,,35,80.9
"2020","Food insecure","Ontario","Non-elderly persons not in an economic family","Male",,,,35,19.1
"2020","Food insecure, marginal","Ontario","Non-elderly persons not in an economic family","Male",,,,35,4.6
"2020","Food insecure, moderate or severe","Ontario","Non-elderly persons not in an economic family","Male",,,,35,14.6
"2020","Food insecure, moderate","Ontario","Non-elderly persons not in an economic family","Male",,,,35,8.9
"2020","Food insecure, severe","Ontario","Non-elderly persons not in an economic family","Male",,,,35,5.6
"2020","Food secure","Ontario","Non-elderly persons not in an economic family","Female",,,,35,74.7
"2020","Food insecure","Ontario","Non-elderly persons not in an economic family","Female",,,,35,25.3
"2020","Food insecure, marginal","Ontario","Non-elderly persons not in an economic family","Female",,,,35,4.5
"2020","Food insecure, moderate or severe","Ontario","Non-elderly persons not in an economic family","Female",,,,35,20.9
"2020","Food insecure, moderate","Ontario","Non-elderly persons not in an economic family","Female",,,,35,10.6
"2020","Food insecure, severe","Ontario","Non-elderly persons not in an economic family","Female",,,,35,10.2
"2020","Food secure","Prairie provinces","All persons","Both sexes",,,,,81
"2020","Food insecure","Prairie provinces","All persons","Both sexes",,,,,19
"2020","Food insecure, marginal","Prairie provinces","All persons","Both sexes",,,,,4.9
"2020","Food insecure, moderate or severe","Prairie provinces","All persons","Both sexes",,,,,14.1
"2020","Food insecure, moderate","Prairie provinces","All persons","Both sexes",,,,,9.2
"2020","Food insecure, severe","Prairie provinces","All persons","Both sexes",,,,,4.9
"2020","Food secure","Prairie provinces","Persons in economic families","Both sexes",,,,,81.8
"2020","Food insecure","Prairie provinces","Persons in economic families","Both sexes",,,,,18.2
"2020","Food insecure, marginal","Prairie provinces","Persons in economic families","Both sexes",,,,,4.8
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in economic families","Both sexes",,,,,13.4
"2020","Food insecure, moderate","Prairie provinces","Persons in economic families","Both sexes",,,,,9.1
"2020","Food insecure, severe","Prairie provinces","Persons in economic families","Both sexes",,,,,4.3
"2020","Food secure","Prairie provinces","Persons in elderly families","Both sexes",,,,,92.3
"2020","Food insecure","Prairie provinces","Persons in elderly families","Both sexes",,,,,7.7
"2020","Food insecure, marginal","Prairie provinces","Persons in elderly families","Both sexes",,,,,3.1
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in elderly families","Both sexes",,,,,4.6
"2020","Food insecure, moderate","Prairie provinces","Persons in elderly families","Both sexes",,,,,2.9
"2020","Food insecure, severe","Prairie provinces","Persons in elderly families","Both sexes",,,,,1.7
"2020","Food secure","Prairie provinces","Persons in elderly couples","Both sexes",,,,,94
"2020","Food insecure","Prairie provinces","Persons in elderly couples","Both sexes",,,,,6
"2020","Food insecure, marginal","Prairie provinces","Persons in elderly couples","Both sexes",,,,,2.4
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in elderly couples","Both sexes",,,,,3.6
"2020","Food insecure, moderate","Prairie provinces","Persons in elderly couples","Both sexes",,,,,1.9
"2020","Food insecure, severe","Prairie provinces","Persons in elderly couples","Both sexes",,,,,1.7
"2020","Food secure","Prairie provinces","Persons in other elderly families","Both sexes",,,,,88.2
"2020","Food insecure","Prairie provinces","Persons in other elderly families","Both sexes",,,,,11.8
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in other elderly families","Both sexes",,,,,7
"2020","Food insecure, moderate","Prairie provinces","Persons in other elderly families","Both sexes",,,,,5.3
"2020","Food secure","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,80.3
"2020","Food insecure","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,19.7
"2020","Food insecure, marginal","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,5
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,14.7
"2020","Food insecure, moderate","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,10
"2020","Food insecure, severe","Prairie provinces","Persons in non-elderly families","Both sexes",,,,,4.7
"2020","Food secure","Prairie provinces","Persons in couples","Both sexes",,,,,84.5
"2020","Food insecure","Prairie provinces","Persons in couples","Both sexes",,,,,15.5
"2020","Food insecure, marginal","Prairie provinces","Persons in couples","Both sexes",,,,,4.3
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in couples","Both sexes",,,,,11.2
"2020","Food insecure, moderate","Prairie provinces","Persons in couples","Both sexes",,,,,6.8
"2020","Food insecure, severe","Prairie provinces","Persons in couples","Both sexes",,,,,4.4
"2020","Food secure","Prairie provinces","Persons in couple families with children","Both sexes",,,,,81
"2020","Food insecure","Prairie provinces","Persons in couple families with children","Both sexes",,,,,19
"2020","Food insecure, marginal","Prairie provinces","Persons in couple families with children","Both sexes",,,,,5.7
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in couple families with children","Both sexes",,,,,13.3
"2020","Food insecure, moderate","Prairie provinces","Persons in couple families with children","Both sexes",,,,,10
"2020","Food insecure, severe","Prairie provinces","Persons in couple families with children","Both sexes",,,,,3.4
"2020","Food secure","Prairie provinces","Persons in couple families with other relatives","Both sexes",,,,,83.6
"2020","Food insecure","Prairie provinces","Persons in couple families with other relatives","Both sexes",,,,,16.4
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in couple families with other relatives","Both sexes",,,,,13.7
"2020","Food insecure, moderate","Prairie provinces","Persons in couple families with other relatives","Both sexes",,,,,9
"2020","Food secure","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,59.1
"2020","Food insecure","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,40.9
"2020","Food insecure, marginal","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,8.6
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,32.3
"2020","Food insecure, moderate","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,22.9
"2020","Food insecure, severe","Prairie provinces","Persons in lone-parent families","Both sexes",,,,,9.4
"2020","Food secure","Prairie provinces","Persons in lone-parent families","Male",,,,,67.1
"2020","Food insecure","Prairie provinces","Persons in lone-parent families","Male",,,,,32.9
"2020","Food secure","Prairie provinces","Persons in lone-parent families","Female",,,,,57.1
"2020","Food insecure","Prairie provinces","Persons in lone-parent families","Female",,,,,42.9
"2020","Food insecure, marginal","Prairie provinces","Persons in lone-parent families","Female",,,,,8.9
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in lone-parent families","Female",,,,,34
"2020","Food insecure, moderate","Prairie provinces","Persons in lone-parent families","Female",,,,,22.8
"2020","Food insecure, severe","Prairie provinces","Persons in lone-parent families","Female",,,,,11.2
"2020","Food secure","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,77.6
"2020","Food insecure","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,22.4
"2020","Food insecure, marginal","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,4.2
"2020","Food insecure, moderate or severe","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,18.3
"2020","Food insecure, moderate","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,8.6
"2020","Food insecure, severe","Prairie provinces","Persons in other non-elderly families","Both sexes",,,,,9.7
"2020","Food secure","Prairie provinces","Persons not in an economic family","Both sexes",,,,,76.4
"2020","Food insecure","Prairie provinces","Persons not in an economic family","Both sexes",,,,,23.6
"2020","Food insecure, marginal","Prairie provinces","Persons not in an economic family","Both sexes",,,,,5.3
"2020","Food insecure, moderate or severe","Prairie provinces","Persons not in an economic family","Both sexes",,,,,18.2
"2020","Food insecure, moderate","Prairie provinces","Persons not in an economic family","Both sexes",,,,,9.9
"2020","Food insecure, severe","Prairie provinces","Persons not in an economic family","Both sexes",,,,,8.4
"2020","Food secure","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,84.8
"2020","Food insecure","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,15.2
"2020","Food insecure, marginal","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,4
"2020","Food insecure, moderate or severe","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,11.2
"2020","Food insecure, moderate","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,7
"2020","Food insecure, severe","Prairie provinces","Elderly persons not in an economic family","Both sexes",,,,,4.2
"2020","Food secure","Prairie provinces","Elderly persons not in an economic family","Male",,,,,81.9
"2020","Food insecure","Prairie provinces","Elderly persons not in an economic family","Male",,,,,18.1
"2020","Food insecure, moderate or severe","Prairie provinces","Elderly persons not in an economic family","Male",,,,,12.8
"2020","Food insecure, moderate","Prairie provinces","Elderly persons not in an economic family","Male",,,,,6.8
"2020","Food insecure, severe","Prairie provinces","Elderly persons not in an economic family","Male",,,,,6
"2020","Food secure","Prairie provinces","Elderly persons not in an economic family","Female",,,,,86.5
"2020","Food insecure","Prairie provinces","Elderly persons not in an economic family","Female",,,,,13.5
