"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2016,"Canada","Pre-primary and primary","25 to 34 years","Both sexes",,1
2016,"Canada","Pre-primary and primary","25 to 34 years","Male",,2
2016,"Canada","Pre-primary and primary","25 to 34 years","Female",,1
2016,"Canada","Pre-primary and primary","30 to 34 years","Both sexes",,1
2016,"Canada","Pre-primary and primary","30 to 34 years","Male",,2
2016,"Canada","Pre-primary and primary","30 to 34 years","Female",,1
2016,"Canada","Pre-primary and primary","35 to 44 years","Both sexes",,2
2016,"Canada","Pre-primary and primary","35 to 44 years","Male",,2
2016,"Canada","Pre-primary and primary","35 to 44 years","Female",,1
2016,"Canada","Pre-primary and primary","45 to 54 years","Both sexes",,2
2016,"Canada","Pre-primary and primary","45 to 54 years","Male",,3
2016,"Canada","Pre-primary and primary","45 to 54 years","Female",,2
2016,"Canada","Pre-primary and primary","55 to 64 years","Both sexes",,4
2016,"Canada","Pre-primary and primary","55 to 64 years","Male",,5
2016,"Canada","Pre-primary and primary","55 to 64 years","Female",,4
2016,"Canada","Lower secondary","Total, 25 to 64 years","Both sexes",,7
2016,"Canada","Lower secondary","Total, 25 to 64 years","Male",,8
2016,"Canada","Lower secondary","Total, 25 to 64 years","Female",,6
2016,"Canada","Lower secondary","25 to 34 years","Both sexes",,6
2016,"Canada","Lower secondary","25 to 34 years","Male",,7
2016,"Canada","Lower secondary","25 to 34 years","Female",,4
2016,"Canada","Lower secondary","30 to 34 years","Both sexes",,5
2016,"Canada","Lower secondary","30 to 34 years","Male",,7
2016,"Canada","Lower secondary","30 to 34 years","Female",,4
2016,"Canada","Lower secondary","35 to 44 years","Both sexes",,5
2016,"Canada","Lower secondary","35 to 44 years","Male",,6
2016,"Canada","Lower secondary","35 to 44 years","Female",,4
2016,"Canada","Lower secondary","45 to 54 years","Both sexes",,7
2016,"Canada","Lower secondary","45 to 54 years","Male",,8
2016,"Canada","Lower secondary","45 to 54 years","Female",,6
2016,"Canada","Lower secondary","55 to 64 years","Both sexes",,10
2016,"Canada","Lower secondary","55 to 64 years","Male",,11
2016,"Canada","Lower secondary","55 to 64 years","Female",,9
2016,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",,34
2016,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",,39
2016,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",,30
2016,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",,33
2016,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",,40
2016,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",,25
2016,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",,31
2016,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",,39
2016,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",,24
2016,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",,31
2016,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",,37
2016,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",,25
2016,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",,35
2016,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",,38
2016,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",,32
2016,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",,39
2016,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",,42
2016,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",,37
2016,"Canada","Tertiary education","Total, 25 to 64 years","Both sexes",,56
2016,"Canada","Tertiary education","Total, 25 to 64 years","Male",,50
2016,"Canada","Tertiary education","Total, 25 to 64 years","Female",,62
2016,"Canada","Tertiary education","25 to 34 years","Both sexes",,61
2016,"Canada","Tertiary education","25 to 34 years","Male",,52
2016,"Canada","Tertiary education","25 to 34 years","Female",,70
2016,"Canada","Tertiary education","30 to 34 years","Both sexes",,62
2016,"Canada","Tertiary education","30 to 34 years","Male",,53
2016,"Canada","Tertiary education","30 to 34 years","Female",,71
2016,"Canada","Tertiary education","35 to 44 years","Both sexes",,62
2016,"Canada","Tertiary education","35 to 44 years","Male",,55
2016,"Canada","Tertiary education","35 to 44 years","Female",,70
2016,"Canada","Tertiary education","45 to 54 years","Both sexes",,55
2016,"Canada","Tertiary education","45 to 54 years","Male",,51
2016,"Canada","Tertiary education","45 to 54 years","Female",,60
2016,"Canada","Tertiary education","55 to 64 years","Both sexes",,46
2016,"Canada","Tertiary education","55 to 64 years","Male",,43
2016,"Canada","Tertiary education","55 to 64 years","Female",,49
2016,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Both sexes",10,4
2016,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Male",10,5
2016,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Female",10,3
2016,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Both sexes",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Male",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Female",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Both sexes",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Male",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Female",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Both sexes",10,1
2016,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Male",10,2
2016,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Female",10,
2016,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Both sexes",10,5
2016,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Male",10,7
2016,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Female",10,4
2016,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Both sexes",10,9
2016,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Male",10,10
2016,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Female",10,8
2016,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Both sexes",10,10
2016,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Male",10,11
2016,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Female",10,10
2016,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Both sexes",10,5
2016,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Male",10,7
2016,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Female",10,3
2016,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Both sexes",10,6
2016,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Male",10,8
2016,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Female",10,4
2016,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Both sexes",10,8
2016,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Male",10,10
2016,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Female",10,6
2016,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Both sexes",10,11
2016,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Male",10,12
2016,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Female",10,11
2016,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Both sexes",10,16
2016,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Male",10,13
2016,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Female",10,18
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",10,43
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",10,49
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",10,37
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",10,41
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",10,48
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",10,34
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",10,36
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",10,43
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",10,30
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",10,39
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",10,47
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",10,31
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",10,44
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",10,49
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",10,40
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",10,45
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",10,50
2016,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",10,40
2016,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Both sexes",10,43
2016,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Male",10,35
2016,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Female",10,50
2016,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Both sexes",10,53
2016,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Male",10,44
2016,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Female",10,63
2016,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Both sexes",10,57
2016,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Male",10,48
2016,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Female",10,66
2016,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Both sexes",10,52
2016,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Male",10,42
2016,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Female",10,62
2016,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Both sexes",10,39
2016,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Male",10,33
2016,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Female",10,46
2016,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Both sexes",10,31
2016,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Male",10,28
2016,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Female",10,35
2016,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Both sexes",11,3
2016,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Male",11,4
2016,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Female",11,2
2016,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Both sexes",11,
2016,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Male",11,
2016,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Female",11,
2016,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Both sexes",11,
2016,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Male",11,
2016,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Female",11,
2016,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Both sexes",11,1
2016,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Male",11,
2016,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Female",11,
2016,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Both sexes",11,3
2016,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Male",11,5
2016,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Female",11,
2016,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Both sexes",11,5
2016,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Male",11,8
2016,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Female",11,4
2016,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Both sexes",11,8
2016,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Male",11,10
2016,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Female",11,6
2016,"Prince Edward Island","Lower secondary","25 to 34 years","Both sexes",11,5
2016,"Prince Edward Island","Lower secondary","25 to 34 years","Male",11,6
2016,"Prince Edward Island","Lower secondary","25 to 34 years","Female",11,3
2016,"Prince Edward Island","Lower secondary","30 to 34 years","Both sexes",11,4
2016,"Prince Edward Island","Lower secondary","30 to 34 years","Male",11,7
2016,"Prince Edward Island","Lower secondary","30 to 34 years","Female",11,
2016,"Prince Edward Island","Lower secondary","35 to 44 years","Both sexes",11,6
2016,"Prince Edward Island","Lower secondary","35 to 44 years","Male",11,8
2016,"Prince Edward Island","Lower secondary","35 to 44 years","Female",11,4
2016,"Prince Edward Island","Lower secondary","45 to 54 years","Both sexes",11,9
2016,"Prince Edward Island","Lower secondary","45 to 54 years","Male",11,11
