"Year","Age at time of death","Sex","Causes of death","Value"
"2016","50 to 54 years","Males","Essential hypertension and hypertensive renal disease",0.9
"2016","50 to 54 years","Males","Cerebrovascular diseases",7.3
"2016","50 to 54 years","Males","Atherosclerosis",0.3
"2016","50 to 54 years","Males","Aortic aneurysm and dissection",1.2
"2016","50 to 54 years","Males","Chronic lower respiratory diseases",4.3
"2016","50 to 54 years","Males","Pneumoconioses and chemical effects",0.1
"2016","50 to 54 years","Males","Pneumonitis due to solids and liquids",0.6
"2016","50 to 54 years","Females","Malignant neoplasms",121
"2016","50 to 54 years","Females","Diabetes mellitus",4.7
"2016","50 to 54 years","Females","Diseases of heart",21.9
"2016","50 to 54 years","Females","Essential hypertension and hypertensive renal disease",0
"2016","50 to 54 years","Females","Cerebrovascular diseases",6.6
"2016","50 to 54 years","Females","Atherosclerosis",0.1
"2016","50 to 54 years","Females","Aortic aneurysm and dissection",0.4
"2016","50 to 54 years","Females","Chronic lower respiratory diseases",5
"2016","50 to 54 years","Females","Pneumoconioses and chemical effects",0
"2016","50 to 54 years","Females","Pneumonitis due to solids and liquids",0.5
"2016","55 to 64 years","Both sexes","Malignant neoplasms",262.5
"2016","55 to 64 years","Both sexes","Diabetes mellitus",15.7
"2016","55 to 64 years","Both sexes","Diseases of heart",99.8
"2016","55 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",1.7
"2016","55 to 64 years","Both sexes","Cerebrovascular diseases",16.7
"2016","55 to 64 years","Both sexes","Atherosclerosis",0.6
"2016","55 to 64 years","Both sexes","Aortic aneurysm and dissection",2.5
"2016","55 to 64 years","Both sexes","Chronic lower respiratory diseases",19.3
"2016","55 to 64 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","55 to 64 years","Both sexes","Pneumonitis due to solids and liquids",1.4
"2016","55 to 64 years","Males","Malignant neoplasms",278.3
"2016","55 to 64 years","Males","Diabetes mellitus",20.6
"2016","55 to 64 years","Males","Diseases of heart",150.3
"2016","55 to 64 years","Males","Essential hypertension and hypertensive renal disease",2.2
"2016","55 to 64 years","Males","Cerebrovascular diseases",20.4
"2016","55 to 64 years","Males","Atherosclerosis",0.7
"2016","55 to 64 years","Males","Aortic aneurysm and dissection",4
"2016","55 to 64 years","Males","Chronic lower respiratory diseases",21.6
"2016","55 to 64 years","Males","Pneumoconioses and chemical effects",0
"2016","55 to 64 years","Males","Pneumonitis due to solids and liquids",1.9
"2016","55 to 64 years","Females","Malignant neoplasms",247
"2016","55 to 64 years","Females","Diabetes mellitus",10.8
"2016","55 to 64 years","Females","Diseases of heart",49.9
"2016","55 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.2
"2016","55 to 64 years","Females","Cerebrovascular diseases",13
"2016","55 to 64 years","Females","Atherosclerosis",0.4
"2016","55 to 64 years","Females","Aortic aneurysm and dissection",1.1
"2016","55 to 64 years","Females","Chronic lower respiratory diseases",17.1
"2016","55 to 64 years","Females","Pneumoconioses and chemical effects",0
"2016","55 to 64 years","Females","Pneumonitis due to solids and liquids",0.9
"2016","55 to 59 years","Both sexes","Malignant neoplasms",198.2
"2016","55 to 59 years","Both sexes","Diabetes mellitus",10.7
"2016","55 to 59 years","Both sexes","Diseases of heart",78.4
"2016","55 to 59 years","Both sexes","Essential hypertension and hypertensive renal disease",1.3
"2016","55 to 59 years","Both sexes","Cerebrovascular diseases",13
"2016","55 to 59 years","Both sexes","Atherosclerosis",0.3
"2016","55 to 59 years","Both sexes","Aortic aneurysm and dissection",1.9
"2016","55 to 59 years","Both sexes","Chronic lower respiratory diseases",12.1
"2016","55 to 59 years","Both sexes","Pneumoconioses and chemical effects",0
"2016","55 to 59 years","Both sexes","Pneumonitis due to solids and liquids",1
"2016","55 to 59 years","Males","Malignant neoplasms",201.5
"2016","55 to 59 years","Males","Diabetes mellitus",13.7
"2016","55 to 59 years","Males","Diseases of heart",120.6
"2016","55 to 59 years","Males","Essential hypertension and hypertensive renal disease",1.7
"2016","55 to 59 years","Males","Cerebrovascular diseases",15.6
"2016","55 to 59 years","Males","Atherosclerosis",0.5
"2016","55 to 59 years","Males","Aortic aneurysm and dissection",3.1
"2016","55 to 59 years","Males","Chronic lower respiratory diseases",14.2
"2016","55 to 59 years","Males","Pneumoconioses and chemical effects",0
"2016","55 to 59 years","Males","Pneumonitis due to solids and liquids",1.3
"2016","55 to 59 years","Females","Malignant neoplasms",194.9
"2016","55 to 59 years","Females","Diabetes mellitus",7.7
"2016","55 to 59 years","Females","Diseases of heart",36.5
"2016","55 to 59 years","Females","Essential hypertension and hypertensive renal disease",0.9
"2016","55 to 59 years","Females","Cerebrovascular diseases",10.4
"2016","55 to 59 years","Females","Atherosclerosis",0.2
"2016","55 to 59 years","Females","Aortic aneurysm and dissection",0.7
"2016","55 to 59 years","Females","Chronic lower respiratory diseases",10.1
"2016","55 to 59 years","Females","Pneumoconioses and chemical effects",0
"2016","55 to 59 years","Females","Pneumonitis due to solids and liquids",0.7
"2016","60 to 64 years","Both sexes","Malignant neoplasms",336.8
"2016","60 to 64 years","Both sexes","Diabetes mellitus",21.4
"2016","60 to 64 years","Both sexes","Diseases of heart",124.4
"2016","60 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",2.2
"2016","60 to 64 years","Both sexes","Cerebrovascular diseases",20.9
"2016","60 to 64 years","Both sexes","Atherosclerosis",0.9
"2016","60 to 64 years","Both sexes","Aortic aneurysm and dissection",3.3
"2016","60 to 64 years","Both sexes","Chronic lower respiratory diseases",27.6
"2016","60 to 64 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2016","60 to 64 years","Both sexes","Pneumonitis due to solids and liquids",1.8
"2016","60 to 64 years","Males","Malignant neoplasms",367.8
"2016","60 to 64 years","Males","Diabetes mellitus",28.7
"2016","60 to 64 years","Males","Diseases of heart",184.9
"2016","60 to 64 years","Males","Essential hypertension and hypertensive renal disease",2.7
"2016","60 to 64 years","Males","Cerebrovascular diseases",26
"2016","60 to 64 years","Males","Atherosclerosis",1.1
"2016","60 to 64 years","Males","Aortic aneurysm and dissection",5.1
"2016","60 to 64 years","Males","Chronic lower respiratory diseases",30.2
"2016","60 to 64 years","Males","Pneumoconioses and chemical effects",0.1
"2016","60 to 64 years","Males","Pneumonitis due to solids and liquids",2.6
"2016","60 to 64 years","Females","Malignant neoplasms",306.5
"2016","60 to 64 years","Females","Diabetes mellitus",14.3
"2016","60 to 64 years","Females","Diseases of heart",65.3
"2016","60 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.6
"2016","60 to 64 years","Females","Cerebrovascular diseases",15.9
"2016","60 to 64 years","Females","Atherosclerosis",0.7
"2016","60 to 64 years","Females","Aortic aneurysm and dissection",1.5
"2016","60 to 64 years","Females","Chronic lower respiratory diseases",25.1
"2016","60 to 64 years","Females","Pneumoconioses and chemical effects",0.1
"2016","60 to 64 years","Females","Pneumonitis due to solids and liquids",1.1
"2016","65 to 74 years","Both sexes","Malignant neoplasms",622.5
"2016","65 to 74 years","Both sexes","Diabetes mellitus",42.9
"2016","65 to 74 years","Both sexes","Diseases of heart",240.4
"2016","65 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",4.5
"2016","65 to 74 years","Both sexes","Cerebrovascular diseases",51.4
"2016","65 to 74 years","Both sexes","Atherosclerosis",2.1
"2016","65 to 74 years","Both sexes","Aortic aneurysm and dissection",8.5
"2016","65 to 74 years","Both sexes","Chronic lower respiratory diseases",77.1
"2016","65 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.5
"2016","65 to 74 years","Both sexes","Pneumonitis due to solids and liquids",4.3
"2016","65 to 74 years","Males","Malignant neoplasms",707.9
"2016","65 to 74 years","Males","Diabetes mellitus",56.6
"2016","65 to 74 years","Males","Diseases of heart",334.3
"2016","65 to 74 years","Males","Essential hypertension and hypertensive renal disease",5.8
"2016","65 to 74 years","Males","Cerebrovascular diseases",60.8
"2016","65 to 74 years","Males","Atherosclerosis",2.8
"2016","65 to 74 years","Males","Aortic aneurysm and dissection",12.3
"2016","65 to 74 years","Males","Chronic lower respiratory diseases",85.5
"2016","65 to 74 years","Males","Pneumoconioses and chemical effects",1
"2016","65 to 74 years","Males","Pneumonitis due to solids and liquids",5.8
"2016","65 to 74 years","Females","Malignant neoplasms",542.5
"2016","65 to 74 years","Females","Diabetes mellitus",30.2
"2016","65 to 74 years","Females","Diseases of heart",152.5
"2016","65 to 74 years","Females","Essential hypertension and hypertensive renal disease",3.3
"2016","65 to 74 years","Females","Cerebrovascular diseases",42.6
"2016","65 to 74 years","Females","Atherosclerosis",1.4
"2016","65 to 74 years","Females","Aortic aneurysm and dissection",4.9
"2016","65 to 74 years","Females","Chronic lower respiratory diseases",69.2
"2016","65 to 74 years","Females","Pneumoconioses and chemical effects",0.1
"2016","65 to 74 years","Females","Pneumonitis due to solids and liquids",2.9
"2016","65 to 69 years","Both sexes","Malignant neoplasms",519.1
"2016","65 to 69 years","Both sexes","Diabetes mellitus",34.5
"2016","65 to 69 years","Both sexes","Diseases of heart",196.5
"2016","65 to 69 years","Both sexes","Essential hypertension and hypertensive renal disease",3.4
"2016","65 to 69 years","Both sexes","Cerebrovascular diseases",37.3
"2016","65 to 69 years","Both sexes","Atherosclerosis",1.3
"2016","65 to 69 years","Both sexes","Aortic aneurysm and dissection",6.4
"2016","65 to 69 years","Both sexes","Chronic lower respiratory diseases",55.1
"2016","65 to 69 years","Both sexes","Pneumoconioses and chemical effects",0.4
"2016","65 to 69 years","Both sexes","Pneumonitis due to solids and liquids",3.2
"2016","65 to 69 years","Males","Malignant neoplasms",587.9
"2016","65 to 69 years","Males","Diabetes mellitus",45.2
"2016","65 to 69 years","Males","Diseases of heart",281.9
"2016","65 to 69 years","Males","Essential hypertension and hypertensive renal disease",4.5
"2016","65 to 69 years","Males","Cerebrovascular diseases",43.1
"2016","65 to 69 years","Males","Atherosclerosis",2
"2016","65 to 69 years","Males","Aortic aneurysm and dissection",9.2
"2016","65 to 69 years","Males","Chronic lower respiratory diseases",59.7
"2016","65 to 69 years","Males","Pneumoconioses and chemical effects",0.6
"2016","65 to 69 years","Males","Pneumonitis due to solids and liquids",4.4
"2016","65 to 69 years","Females","Malignant neoplasms",453.6
"2016","65 to 69 years","Females","Diabetes mellitus",24.2
"2016","65 to 69 years","Females","Diseases of heart",115.1
"2016","65 to 69 years","Females","Essential hypertension and hypertensive renal disease",2.4
"2016","65 to 69 years","Females","Cerebrovascular diseases",31.7
"2016","65 to 69 years","Females","Atherosclerosis",0.7
"2016","65 to 69 years","Females","Aortic aneurysm and dissection",3.7
"2016","65 to 69 years","Females","Chronic lower respiratory diseases",50.7
"2016","65 to 69 years","Females","Pneumoconioses and chemical effects",0.1
"2016","65 to 69 years","Females","Pneumonitis due to solids and liquids",2.1
"2016","70 to 74 years","Both sexes","Malignant neoplasms",764.4
"2016","70 to 74 years","Both sexes","Diabetes mellitus",54.6
"2016","70 to 74 years","Both sexes","Diseases of heart",300.7
"2016","70 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",6.1
"2016","70 to 74 years","Both sexes","Cerebrovascular diseases",70.8
"2016","70 to 74 years","Both sexes","Atherosclerosis",3.2
"2016","70 to 74 years","Both sexes","Aortic aneurysm and dissection",11.4
"2016","70 to 74 years","Both sexes","Chronic lower respiratory diseases",107.3
"2016","70 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.7
"2016","70 to 74 years","Both sexes","Pneumonitis due to solids and liquids",5.8
"2016","70 to 74 years","Males","Malignant neoplasms",876.5
"2016","70 to 74 years","Males","Diabetes mellitus",72.5
"2016","70 to 74 years","Males","Diseases of heart",407.9
"2016","70 to 74 years","Males","Essential hypertension and hypertensive renal disease",7.7
"2016","70 to 74 years","Males","Cerebrovascular diseases",85.6
"2016","70 to 74 years","Males","Atherosclerosis",4.1
"2016","70 to 74 years","Males","Aortic aneurysm and dissection",16.6
"2016","70 to 74 years","Males","Chronic lower respiratory diseases",121.7
"2016","70 to 74 years","Males","Pneumoconioses and chemical effects",1.5
"2016","70 to 74 years","Males","Pneumonitis due to solids and liquids",7.7
"2016","70 to 74 years","Females","Malignant neoplasms",662.1
"2016","70 to 74 years","Females","Diabetes mellitus",38.2
"2016","70 to 74 years","Females","Diseases of heart",202.8
"2016","70 to 74 years","Females","Essential hypertension and hypertensive renal disease",4.7
"2016","70 to 74 years","Females","Cerebrovascular diseases",57.2
"2016","70 to 74 years","Females","Atherosclerosis",2.4
"2016","70 to 74 years","Females","Aortic aneurysm and dissection",6.7
"2016","70 to 74 years","Females","Chronic lower respiratory diseases",94.2
"2016","70 to 74 years","Females","Pneumoconioses and chemical effects",0
"2016","70 to 74 years","Females","Pneumonitis due to solids and liquids",4
"2016","75 to 84 years","Both sexes","Malignant neoplasms",1253.4
"2016","75 to 84 years","Both sexes","Diabetes mellitus",108.9
"2016","75 to 84 years","Both sexes","Diseases of heart",724.4
"2016","75 to 84 years","Both sexes","Essential hypertension and hypertensive renal disease",20.4
"2016","75 to 84 years","Both sexes","Cerebrovascular diseases",205.9
"2016","75 to 84 years","Both sexes","Atherosclerosis",5.6
"2016","75 to 84 years","Both sexes","Aortic aneurysm and dissection",23.6
"2016","75 to 84 years","Both sexes","Chronic lower respiratory diseases",230.1
"2016","75 to 84 years","Both sexes","Pneumoconioses and chemical effects",2.5
"2016","75 to 84 years","Both sexes","Pneumonitis due to solids and liquids",19.6
"2016","75 to 84 years","Males","Malignant neoplasms",1541.5
"2016","75 to 84 years","Males","Diabetes mellitus",133.3
"2016","75 to 84 years","Males","Diseases of heart",933.2
"2016","75 to 84 years","Males","Essential hypertension and hypertensive renal disease",23
"2016","75 to 84 years","Males","Cerebrovascular diseases",220.9
"2016","75 to 84 years","Males","Atherosclerosis",5.5
"2016","75 to 84 years","Males","Aortic aneurysm and dissection",31.6
"2016","75 to 84 years","Males","Chronic lower respiratory diseases",259.7
"2016","75 to 84 years","Males","Pneumoconioses and chemical effects",5.1
