"Year","Series","Data categories","Elements","Pillar","Value"
2024,"Open Data Inventory (ODIN)","Government finance","Overall score",,83.3
2024,"Open Data Inventory (ODIN)","Money and banking","Overall score",,87.5
2024,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2024,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,89.3
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,65
2024,"Open Data Inventory (ODIN)","Resource use","Overall score",,72.2
2024,"Open Data Inventory (ODIN)","Energy use","Overall score",,93.8
2024,"Open Data Inventory (ODIN)","Pollution","Overall score",,56.2
2024,"Open Data Inventory (ODIN)","Built environment","Overall score",,70
2024,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,71.1
2024,"Open Data Inventory (ODIN)",,,,78.3
2023,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2023,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",92.7333333333333
2023,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",84.75
2023,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",89.825
2023,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",100
2023,"Statistical Performance Indicators (SPI)",,,,93.4616666666667
2022,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2022,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",92.7333333333333
2022,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",76.55
2022,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",89.825
2022,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",100
2022,"Statistical Performance Indicators (SPI)",,,,91.8216666666667
2021,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2021,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",93.0666666666666
2021,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",83.6875
2021,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",90.35
2021,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",100
2021,"Statistical Performance Indicators (SPI)",,,,93.4208333333333
2020,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2020,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",93.0666666666666
2020,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",67.1
2020,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",82.0166666666667
2020,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",95
2020,"Statistical Performance Indicators (SPI)",,,,87.4366666666667
2019,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2019,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",93.2
2019,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",60.0125
2019,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",84.1166666666667
2019,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",100
2019,"Statistical Performance Indicators (SPI)",,,,87.4658333333333
2018,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2018,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",93.2
2018,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",60.5375
2018,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",84.1166666666667
2018,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",95
2018,"Statistical Performance Indicators (SPI)",,,,86.5708333333333
2017,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2017,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",95.2333333333333
2017,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",64.14375
2017,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",77.8666666666667
2017,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",95
2017,"Statistical Performance Indicators (SPI)",,,,86.44875
2016,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",100
2016,"Statistical Performance Indicators (SPI)",,,"Pillar 2 - Data Services",95.1
2016,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",59.20625
2016,"Statistical Performance Indicators (SPI)",,,"Pillar 4 - Data Sources",82.0916666666667
2016,"Statistical Performance Indicators (SPI)",,,"Pillar 5 - Data Infrastructure",95
2016,"Statistical Performance Indicators (SPI)",,,,86.2795833333333
2015,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",80
2015,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",57.16875
2014,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",60
2014,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",50.56875
2013,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",60
2013,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",51.29375
2012,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",60
2012,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",51.34375
2011,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",60
2011,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",50.09375
2010,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",60
2010,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",49.7
2009,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
2009,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",49.9375
2008,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
2008,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",49.9375
2007,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
2007,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",49.70625
2006,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
2006,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",49.00625
2005,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
2005,"Statistical Performance Indicators (SPI)",,,"Pillar 3 - Data Products",48.85625
2004,"Statistical Performance Indicators (SPI)",,,"Pillar 1 - Data Use",40
