Year,Geography,Type of employee,Industry,GeoCode,Value
2016,Canada,All employees,Other wood product manufacturing,NA,0.24
2016,Canada,All employees,Non-metallic mineral product manufacturing,NA,0.31
2016,Canada,All employees,Clay product and refractory manufacturing,NA,0.01
2016,Canada,All employees,Glass and glass product manufacturing,NA,0.05
2016,Canada,All employees,Cement and concrete product manufacturing,NA,0.18
2016,Canada,All employees,Lime and gypsum product manufacturing,NA,0.01
2016,Canada,All employees,Other non-metallic mineral product manufacturing,NA,0.06
2016,Canada,All employees,Primary metal manufacturing,NA,0.34
2016,Canada,All employees,Iron and steel mills and ferro-alloy manufacturing,NA,0.1
2016,Canada,All employees,Steel product manufacturing from purchased steel,NA,0.04
2016,Canada,All employees,Alumina and aluminum production and processing,NA,0.06
2016,Canada,All employees,Non-ferrous metal (except aluminum) production and processing,NA,0.08
2016,Canada,All employees,Foundries,NA,0.06
2016,Canada,All employees,Fabricated metal product manufacturing,NA,0.95
2016,Canada,All employees,Forging and stamping,NA,0.04
2016,Canada,All employees,Cutlery and hand tool manufacturing,NA,0.02
2016,Canada,All employees,Architectural and structural metals manufacturing,NA,0.37
2016,Canada,All employees,"Boiler, tank and shipping container manufacturing",NA,0.07
2016,Canada,All employees,Hardware manufacturing,NA,0.03
2016,Canada,All employees,Spring and wire product manufacturing,NA,0.03
2016,Canada,All employees,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,0.2
2016,Canada,All employees,"Coating, engraving, cold and heat treating and allied activities",NA,0.07
2016,Canada,All employees,Other fabricated metal product manufacturing,NA,0.13
2016,Canada,All employees,Machinery manufacturing,NA,0.8
2016,Canada,All employees,"Agricultural, construction and mining machinery manufacturing",NA,0.17
2016,Canada,All employees,Industrial machinery manufacturing,NA,0.09
2016,Canada,All employees,Commercial and service industry machinery manufacturing,NA,0.09
2016,Canada,All employees,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,0.09
2016,Canada,All employees,Metalworking machinery manufacturing,NA,0.13
2016,Canada,All employees,"Engine, turbine and power transmission equipment manufacturing",NA,0.04
2016,Canada,All employees,Other general-purpose machinery manufacturing,NA,0.18
2016,Canada,All employees,Computer and electronic product manufacturing,NA,0.35
2016,Canada,All employees,Computer and peripheral equipment manufacturing,NA,0.03
2016,Canada,All employees,Communications equipment manufacturing,NA,0.08
2016,Canada,All employees,Audio and video equipment manufacturing,NA,0.01
2016,Canada,All employees,Semiconductor and other electronic component manufacturing,NA,0.09
2016,Canada,All employees,"Navigational, measuring, medical and control instruments manufacturing",NA,0.12
2016,Canada,All employees,Manufacturing and reproducing magnetic and optical media,NA,0.01
2016,Canada,All employees,"Electrical equipment, appliance and component manufacturing",NA,0.2
2016,Canada,All employees,Electric lighting equipment manufacturing,NA,0.03
2016,Canada,All employees,Household appliance manufacturing,NA,0.01
2016,Canada,All employees,Electrical equipment manufacturing,NA,0.09
2016,Canada,All employees,Other electrical equipment and component manufacturing,NA,0.07
2016,Canada,All employees,Transportation equipment manufacturing,NA,1.2
2016,Canada,All employees,Motor vehicle manufacturing,NA,0.27
2016,Canada,All employees,Motor vehicle body and trailer manufacturing,NA,0.08
2016,Canada,All employees,Motor vehicle parts manufacturing,NA,0.45
2016,Canada,All employees,Aerospace product and parts manufacturing,NA,0.29
2016,Canada,All employees,Railroad rolling stock manufacturing,NA,0.02
2016,Canada,All employees,Ship and boat building,NA,0.05
2016,Canada,All employees,Other transportation equipment manufacturing,NA,0.05
2016,Canada,All employees,Furniture and related product manufacturing,NA,0.41
2016,Canada,All employees,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.25
2016,Canada,All employees,Office furniture (including fixtures) manufacturing,NA,0.13
2016,Canada,All employees,Other furniture-related product manufacturing,NA,0.03
2016,Canada,All employees,Miscellaneous manufacturing,NA,0.35
2016,Canada,All employees,Medical equipment and supplies manufacturing,NA,0.11
2016,Canada,All employees,Other miscellaneous manufacturing,NA,0.24
2016,Canada,Salaried employees paid a fixed salary,Manufacturing,NA,2.49
2016,Canada,Salaried employees paid a fixed salary,Non-durable goods,NA,1.11
2016,Canada,Salaried employees paid a fixed salary,Food manufacturing,NA,0.27
2016,Canada,Salaried employees paid a fixed salary,Animal food manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Grain and oilseed milling,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Sugar and confectionery product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Fruit and vegetable preserving and specialty food manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Dairy product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Meat product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Seafood product preparation and packaging,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,Bakeries and tortilla manufacturing,NA,0.05
2016,Canada,Salaried employees paid a fixed salary,Other food manufacturing,NA,0.04
2016,Canada,Salaried employees paid a fixed salary,Beverage and tobacco product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Beverage manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Tobacco manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Cannabis product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Textile mills,NA,0.01
2016,Canada,Salaried employees paid a fixed salary,"Fibre, yarn and thread mills",NA,0
2016,Canada,Salaried employees paid a fixed salary,Fabric mills,NA,0.01
2016,Canada,Salaried employees paid a fixed salary,Textile and fabric finishing and fabric coating,NA,0
2016,Canada,Salaried employees paid a fixed salary,Textile product mills,NA,0.01
2016,Canada,Salaried employees paid a fixed salary,Clothing manufacturing,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,Cut and sew clothing manufacturing,NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Leather and allied product manufacturing,NA,0
2016,Canada,Salaried employees paid a fixed salary,Leather and hide tanning and finishing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Footwear manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Other leather and allied product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Paper manufacturing,NA,0.13
2016,Canada,Salaried employees paid a fixed salary,"Pulp, paper and paperboard mills",NA,NA
2016,Canada,Salaried employees paid a fixed salary,Printing and related support activities,NA,0.07
2016,Canada,Salaried employees paid a fixed salary,Petroleum and coal product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Chemical manufacturing,NA,0.27
2016,Canada,Salaried employees paid a fixed salary,Basic chemical manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,NA
2016,Canada,Salaried employees paid a fixed salary,"Pesticide, fertilizer and other agricultural chemical manufacturing",NA,NA
2016,Canada,Salaried employees paid a fixed salary,Pharmaceutical and medicine manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,"Soap, cleaning compound and toilet preparation manufacturing",NA,0.04
2016,Canada,Salaried employees paid a fixed salary,Other chemical product manufacturing,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,Rubber product manufacturing,NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Durable goods,NA,1.38
2016,Canada,Salaried employees paid a fixed salary,Wood product manufacturing,NA,0.08
2016,Canada,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,"Veneer, plywood and engineered wood product manufacturing",NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Other wood product manufacturing,NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,0.07
2016,Canada,Salaried employees paid a fixed salary,Clay product and refractory manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Glass and glass product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Cement and concrete product manufacturing,NA,0.04
2016,Canada,Salaried employees paid a fixed salary,Lime and gypsum product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Other non-metallic mineral product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Primary metal manufacturing,NA,0.09
2016,Canada,Salaried employees paid a fixed salary,Iron and steel mills and ferro-alloy manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Steel product manufacturing from purchased steel,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Alumina and aluminum production and processing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Non-ferrous metal (except aluminum) production and processing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Foundries,NA,0.01
2016,Canada,Salaried employees paid a fixed salary,Fabricated metal product manufacturing,NA,0.22
2016,Canada,Salaried employees paid a fixed salary,Forging and stamping,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Cutlery and hand tool manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Architectural and structural metals manufacturing,NA,0.09
2016,Canada,Salaried employees paid a fixed salary,"Boiler, tank and shipping container manufacturing",NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Hardware manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Spring and wire product manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,0.03
2016,Canada,Salaried employees paid a fixed salary,"Coating, engraving, cold and heat treating and allied activities",NA,0.02
2016,Canada,Salaried employees paid a fixed salary,Other fabricated metal product manufacturing,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,Machinery manufacturing,NA,0.23
2016,Canada,Salaried employees paid a fixed salary,"Agricultural, construction and mining machinery manufacturing",NA,0.04
2016,Canada,Salaried employees paid a fixed salary,Industrial machinery manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Commercial and service industry machinery manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,NA
2016,Canada,Salaried employees paid a fixed salary,Metalworking machinery manufacturing,NA,0.03
2016,Canada,Salaried employees paid a fixed salary,"Engine, turbine and power transmission equipment manufacturing",NA,NA
2016,Canada,Salaried employees paid a fixed salary,Other general-purpose machinery manufacturing,NA,0.05
2016,Canada,Salaried employees paid a fixed salary,Computer and electronic product manufacturing,NA,0.18
2016,Canada,Salaried employees paid a fixed salary,Computer and peripheral equipment manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Communications equipment manufacturing,NA,0.04
2016,Canada,Salaried employees paid a fixed salary,Audio and video equipment manufacturing,NA,NA
2016,Canada,Salaried employees paid a fixed salary,Semiconductor and other electronic component manufacturing,NA,0.04
2016,Canada,Salaried employees paid a fixed salary,"Navigational, measuring, medical and control instruments manufacturing",NA,0.07
