Year,Series,Catégories de données,Éléments,Pilier,Value
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Deuxième niveau administratif,,38.9
2024,Inventaire des données ouvertes (ODIN),Travail,Deuxième niveau administratif,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Deuxième niveau administratif,,100.0
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Deuxième niveau administratif,,50.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Deuxième niveau administratif,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Deuxième niveau administratif,,50.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Deuxième niveau administratif,,48.0
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score de couverture,,80.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score de couverture,,40.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score de couverture,,40.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score de couverture,,30.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score de couverture,,50.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score de couverture,,50.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score de couverture,,80.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score de couverture,,58.8
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Travail,Sous-score de couverture,,80.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score de couverture,,50.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score de couverture,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score de couverture,,87.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score de couverture,,70.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score de couverture,,50.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score de couverture,,60.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Sous-score de couverture,,30.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score de couverture,,40.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score de couverture,,50.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score de couverture,,63.5
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score de couverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score de couverture,,50.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score de couverture,,40.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score de couverture,,70.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score de couverture,,60.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score de couverture,,50.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score de couverture,,40.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score de couverture,,40.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score de couverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score de couverture,,58.9
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score de couverture,,87.5
2017,Inventaire des données ouvertes (ODIN),Travail,Sous-score de couverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score de couverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score de couverture,,75.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score de couverture,,83.3
2017,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score de couverture,,100.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score de couverture,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score de couverture,,85.2
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score de couverture,,30.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score de couverture,,60.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score de couverture,,60.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Sous-score de couverture,,60.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score de couverture,,40.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score de couverture,,50.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score de couverture,,63.0
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score de couverture,,50.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score de couverture,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score de couverture,,70.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score de couverture,,40.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score de couverture,,50.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score de couverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score de couverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score de couverture,,70.0
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Travail,Sous-score de couverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score de couverture,,75.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score de couverture,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score de couverture,,94.2
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score de couverture,,70.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score de couverture,,75.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score de couverture,,87.5
2018,Inventaire des données ouvertes (ODIN),Pollution,Sous-score de couverture,,87.5
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score de couverture,,50.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score de couverture,,72.7
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score de couverture,,77.8
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score de couverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score de couverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score de couverture,,40.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score de couverture,,60.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score de couverture,,70.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score de couverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Sous-score de couverture,,37.5
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score de couverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score de couverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score de couverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score de couverture,,62.2
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score de couverture,,87.5
2020,Inventaire des données ouvertes (ODIN),Travail,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score de couverture,,75.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score de couverture,,94.2
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score de couverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score de couverture,,75.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score de couverture,,100.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Sous-score de couverture,,62.5
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score de couverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score de couverture,,64.3
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score de couverture,,72.2
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score de couverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score de couverture,,50.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score de couverture,,40.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score de couverture,,60.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score de couverture,,100.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score de couverture,,70.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Sous-score de couverture,,50.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score de couverture,,60.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score de couverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score de couverture,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score de couverture,,70.4
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score de couverture,,87.5
2022,Inventaire des données ouvertes (ODIN),Travail,Sous-score de couverture,,100.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score de couverture,,100.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score de couverture,,75.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score de couverture,,100.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score de couverture,,100.0
