Year,Geography,Educational attainment level,Status,Sex,Age group,GeoCode,Value
2016,Nunavut,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,62,25
2016,Nunavut,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,62,25
2016,Nunavut,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,62,63
2016,Nunavut,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,62,61
2016,Nunavut,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,62,64
2016,Nunavut,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,62,22
2016,Nunavut,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,62,40
2016,Nunavut,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,62,38
2016,Nunavut,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,62,43
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",,12
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",,12
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,,6
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,,7
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,,5
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,,10
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,,11
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,,9
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,,12
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,,13
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,,11
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,,13
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,,14
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,,12
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,,16
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,,16
2017,Canada,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,,17
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",,5
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",,6
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",,3
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,,2
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,,3
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,,2
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,,4
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,,5
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,,3
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,,5
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,,7
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,,4
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,,6
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,,7
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,,4
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,,6
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,,8
2017,Canada,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,,4
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",,7
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",,6
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",,8
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,,4
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,,4
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,,3
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,,5
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,,5
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,,6
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,,6
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,,6
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,,7
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,,7
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,,7
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,,7
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,,10
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,,8
2017,Canada,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,,13
2017,Canada,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,,45
2017,Canada,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,,40
2017,Canada,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,,54
2017,Canada,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,,12
2017,Canada,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,,14
2017,Canada,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,,8
2017,Canada,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,,33
2017,Canada,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,,27
2017,Canada,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,,46
