Year,Persons in low income,Geography,GeoCode,Value
2024,Women+,"Calgary, Alberta",,10.6
2024,"Women+, under 18 years","Calgary, Alberta",,11.7
2024,"Women+, 18 to 64 years","Calgary, Alberta",,10.4
2024,"Women+, 65 years and over","Calgary, Alberta",,9.6
2024,All persons,"Edmonton, Alberta",,11.9
2024,Persons under 18 years,"Edmonton, Alberta",,16.5
2024,Persons 18 to 64 years,"Edmonton, Alberta",,11.1
2024,Persons 65 years and over,"Edmonton, Alberta",,9.2
2024,Men+,"Edmonton, Alberta",,10.8
2024,"Men+, under 18 years","Edmonton, Alberta",,15.4
2024,"Men+, 18 to 64 years","Edmonton, Alberta",,10.1
2024,"Men+, 65 years and over","Edmonton, Alberta",,6.9
2024,Women+,"Edmonton, Alberta",,13.1
2024,"Women+, under 18 years","Edmonton, Alberta",,17.6
2024,"Women+, 18 to 64 years","Edmonton, Alberta",,12.1
2024,"Women+, 65 years and over","Edmonton, Alberta",,11.3
2024,All persons,"Vancouver, British Columbia",,11.6
2024,Persons under 18 years,"Vancouver, British Columbia",,10.6
2024,Persons 18 to 64 years,"Vancouver, British Columbia",,11.2
2024,Persons 65 years and over,"Vancouver, British Columbia",,14.1
2024,Men+,"Vancouver, British Columbia",,11.0
2024,"Men+, under 18 years","Vancouver, British Columbia",,9.9
2024,"Men+, 18 to 64 years","Vancouver, British Columbia",,10.8
2024,"Men+, 65 years and over","Vancouver, British Columbia",,13.0
2024,Women+,"Vancouver, British Columbia",,12.1
2024,"Women+, under 18 years","Vancouver, British Columbia",,11.2
2024,"Women+, 18 to 64 years","Vancouver, British Columbia",,11.5
2024,"Women+, 65 years and over","Vancouver, British Columbia",,15.1
