Year,Niveau de sécurité alimentaire du ménage,Géographie,Genre,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,6.9
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes âgées hors famille économique,,,,4.0
2022,Sécurité alimentaire,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,80.7
2022,Insécurité alimentaire,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,19.3
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,6.6
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,12.7
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,8.3
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Man+,,Hommes+ âgés hors famille économique,,,,4.4
2022,Sécurité alimentaire,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,85.8
2022,Insécurité alimentaire,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,14.2
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,4.3
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,9.9
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,6.2
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Woman+,,Femmes+ âgées hors famille économique,,,,3.7
2022,Sécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,65.4
2022,Insécurité alimentaire,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,34.6
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,6.2
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,28.4
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,13.5
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Both genders,,Personnes non âgées hors famille économique,,,,14.8
2022,Sécurité alimentaire,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,64.6
2022,Insécurité alimentaire,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,35.4
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,5.6
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,29.8
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,13.8
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Man+,,Hommes+ non âgés hors famille économique,,,,15.9
2022,Sécurité alimentaire,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,66.4
2022,Insécurité alimentaire,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,33.6
2022,Insécurité alimentaire marginale,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,7.0
2022,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,26.7
2022,Insécurité alimentaire modérée,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,13.2
2022,Insécurité alimentaire grave,Provinces de l'Atlantique,Woman+,,Femmes+ non âgées hors famille économique,,,,13.5
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,74.0
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,26.0
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,6.2
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,19.8
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,11.0
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Toutes les personnes,,,10,8.8
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,74.5
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,25.5
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,6.5
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,19.0
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,10.8
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles économiques,,,10,8.2
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Persons in senior families,,,10,86.1
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Persons in senior families,,,10,13.9
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Persons in senior families,,,10,5.2
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Persons in senior families,,,10,8.7
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Persons in senior families,,,10,5.5
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,88.6
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,11.4
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,4.7
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,6.7
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,4.6
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes âgées,,,10,79.1
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes âgées,,,10,20.9
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,71.1
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,28.9
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,6.9
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,22.0
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,12.4
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,9.6
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,75.7
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,24.3
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,7.5
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,16.8
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,13.8
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,72.0
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,28.0
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,6.7
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,21.3
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,14.3
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,7.1
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,69.6
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,30.4
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,23.0
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,13.3
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,58.9
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,41.1
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,33.2
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,26.9
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,10,77.8
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,55.4
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,44.6
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,38.6
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,31.2
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,69.6
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,30.4
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,25.3
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,21.4
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,71.5
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,28.5
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,4.8
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,23.7
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,12.0
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,11.7
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,84.8
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,15.2
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,12.0
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,7.2
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,4.8
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,77.9
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,22.1
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,16.6
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,88.5
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,11.5
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,9.5
2022,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,63.8
2022,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,36.2
2022,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,5.8
2022,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,30.4
2022,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,14.8
2022,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,15.7
